1,1.0893618,4.1718965,8.948329,0.33159697,0.21188688,0.20230961,99,1
0,0.52073884,4.0880995,9.01776,0.56862295,0.08379698,0.069431305,108,1
1,0.49440265,4.1922474,9.103952,0.026336193,0.10414791,0.08619213,97,1
1,0.37588966,4.3837833,8.932767,0.053869545,0.084994316,0.008379936,115,1
0,0.37469256,4.5118732,8.626308,0.0011970997,0.1280899,0.30645847,115,1
0,-0.41180268,4.4520183,8.89446,0.2873042,0.15921402,0.19512749,105,1
1,0.30047232,4.3239284,8.863335,0.78649527,0.019153595,0.39145184,97,1
1,-0.07062895,4.4675803,8.731653,0.37110126,0.14365196,0.13168144,108,1
1,-0.061052144,4.289212,8.963891,0.015562311,0.03471613,0.15562344,32,1
1,0.5315128,4.739322,8.616732,0.096965194,0.12689257,0.37110138,119,1
0,-0.092176765,4.4568067,8.977059,0.62368953,0.28251553,0.36032772,97,1
0,-0.82719666,4.6160207,8.774749,0.11492169,0.017956734,0.18914223,116,1
0,-0.28491,4.981137,8.574833,0.54228663,0.36511612,0.19991589,101,1
1,0.08379706,4.9763484,8.787917,0.36870706,0.0047883987,0.21308422,114,1
1,-0.7469909,4.847061,8.767567,0.52073884,0.11851311,0.3926487,102,1
2,-0.79846627,4.9081135,8.506598,0.051475346,0.061052322,0.2609682,97,1
1,-0.533907,4.4556093,8.78672,0.22625208,0.023941994,0.40940857,108,1
1,-0.29328972,4.5022964,8.841787,0.24061728,0.046687126,0.055067062,108,1
0,0.05626374,4.4759603,8.89446,0.22385786,0.007182598,0.16160774,32,1
1,-0.12569559,4.5298295,8.899248,0.12808979,0.04429245,0.0790081,109,1
1,-0.33159694,4.911705,8.736442,0.19991584,0.34596252,0.18794537,111,1
0,-0.4201824,4.823119,9.106346,0.088585466,0.08858585,0.36990452,100,1
1,0.05267244,5.005079,8.694544,0.23942018,0.14125824,0.03830719,101,1
1,0.1592144,5.076905,8.516175,0.10654197,0.07182598,0.17836857,108,1
0,-0.18195933,4.711789,8.872911,0.29328972,0.19512749,0.270545,32,1
1,-0.08020575,4.88896,8.889671,0.93852705,0.098162174,0.3136406,105,1
1,0.044292733,4.9536033,8.580819,0.049081136,0.11731577,0.03830719,115,1
1,0.062249243,4.429273,8.943541,0.29089552,0.0047883987,0.0095767975,32,1
0,-0.4261679,4.8374844,8.597578,0.12808979,0.17597342,0.1663971,105,1
1,-0.021547815,4.6112323,8.889671,0.40462008,0.22625208,0.29209328,110,1
0,-1.2389994,4.871003,8.492233,0.056263804,0.055066586,0.058657646,116,1
1,-0.36391866,5.0613422,8.4826565,0.16639702,0.0095767975,0.13407516,117,1
1,-0.47524905,5.0038815,8.597578,0.35314476,0.09935951,0.1472435,105,1
1,-0.9648633,5.033809,8.63828,0.10295069,0.007182598,0.02633667,116,1
1,-0.40342298,4.8937483,8.807071,0.058657944,0.06584072,0.17238235,118,1
1,0.11851298,5.085284,8.210915,0.52193594,0.19153595,0.5961561,101,1
